sample_index,ideal_time,recv_time,T7,T8,TP7,TP8,P7,P5,P3,Pz,P4,P6,P8,PO7,PO5,PO3,POz,PO4,PO6,PO8,O1,Oz,O2,raw_trigger,kb_trigger,level_id,state_code
10,0.04,0.1299,13.66041088104248,-75.04428100585938,86.59478759765625,39.601593017578125,16.452579498291016,-35.84278106689453,52.574676513671875,-83.15193939208984,7.979498386383057,87.15196228027344,-12.609956741333008,43.6284065246582,43.38912582397461,-61.04115676879883,-34.30705642700195,-14.568904876708984,-62.028907775878906,9.35158920288086,-12.049874305725098,38.47979736328125,-0.4671515226364136,0.0,0,1,0
11,0.044,0.1345,81.8177490234375,-97.1646957397461,55.394989013671875,4.037350654602051,-67.2376480102539,67.4619140625,0.7799407839775085,-19.506669998168945,56.54472351074219,4.585669994354248,-28.177927017211914,-79.96487426757812,-11.048809051513672,22.69986915588379,-67.78721618652344,-98.30741119384766,89.05591583251953,-20.945432662963867,94.86376953125,83.38874053955078,-5.616447925567627,0.0,0,1,0
12,0.048,0.1392,95.14869689941406,93.4180908203125,26.67439842224121,-47.386810302734375,-64.61509704589844,-42.95823669433594,-3.852463722229004,-80.42435455322266,98.25404357910156,10.209029197692871,-73.67033386230469,-67.31916046142578,6.842706680297852,-56.84982681274414,99.20942687988281,-28.48303985595703,48.194305419921875,75.6891860961914,23.8397159576416,60.09928894042969,75.7706298828125,0.0,0,1,0
13,0.052,0.1441,43.670963287353516,-91.85023498535156,-14.489215850830078,-74.52572631835938,-14.267165184020996,-59.707847595214844,-10.21640396118164,95.16177368164062,-43.2973518371582,-85.40807342529297,45.6632080078125,-88.94376373291016,16.974109649658203,-81.31867218017578,-86.18923950195312,17.23335075378418,-60.07963180541992,63.592769622802734,-95.08793640136719,52.43991470336914,-20.632965087890625,0.0,0,1,0
14,0.056,0.1483,83.96356964111328,57.16691207885742,98.65254211425781,-56.19083023071289,79.58067321777344,8.088140487670898,-91.57955169677734,-65.1617202758789,87.52214813232422,31.382644653320312,97.52580261230469,-32.69707107543945,-49.968502044677734,37.4150390625,-15.682934761047363,4.8600077629089355,-83.67179870605469,32.722923278808594,87.34639739990234,49.53425979614258,4.080242156982422,0.0,0,1,0
15,0.06,0.1524,-17.320688247680664,-81.34638977050781,36.15392303466797,-71.3983383178711,-78.9216079711914,-26.151105880737305,21.563796997070312,44.26163101196289,19.523887634277344,-97.84313201904297,-69.59381866455078,87.9058609008789,-52.908348083496094,-45.723140716552734,-24.42833137512207,96.1163330078125,-38.849395751953125,-5.9635910987854,51.949440002441406,-9.641215324401855,45.26822280883789,0.0,0,1,0
16,0.064,0.1571,-87.23458862304688,60.25798416137695,51.00714874267578,-42.30694580078125,37.04054641723633,40.491973876953125,87.91230773925781,-74.20294189453125,48.353294372558594,49.25228500366211,-73.77587127685547,99.47195434570312,-71.27696228027344,-16.45976448059082,-59.62300491333008,55.80662155151367,-13.196027755737305,-25.29172134399414,51.45775604248047,57.031341552734375,99.3255615234375,0.0,0,1,0
17,0.068,0.1616,89.42826843261719,-54.96784591674805,-99.19338989257812,29.182777404785156,65.89093017578125,-86.81813049316406,61.1715087890625,40.44794464111328,-94.02352142333984,-21.53685188293457,-4.804360866546631,-25.59353256225586,30.759737014770508,11.706936836242676,1.4681450128555298,-28.147356033325195,85.66740417480469,31.385112762451172,-54.746856689453125,3.721686601638794,75.21971893310547,0.0,0,1,0
18,0.072,0.1658,-66.45243835449219,-38.68492889404297,41.06313705444336,-99.06013488769531,60.031951904296875,-92.43201446533203,-80.14057159423828,28.98628807067871,79.48212432861328,-73.84107208251953,-84.46194458007812,-80.32156372070312,12.597253799438477,45.466819763183594,96.08155822753906,-32.95521926879883,-38.81239700317383,33.99577713012695,65.83739471435547,-30.36147689819336,-64.32371520996094,0.0,0,1,0
19,0.076,0.1702,-91.21525573730469,42.20553970336914,61.093658447265625,-58.251136779785156,30.25820541381836,44.65988540649414,-82.48150634765625,80.63248443603516,-93.02552032470703,-37.63022994995117,18.53317642211914,36.13157272338867,-69.7196044921875,50.8703498840332,76.3169937133789,-10.919225692749023,-12.09815502166748,-93.3840103149414,-18.90193748474121,-39.570098876953125,10.545912742614746,0.0,0,1,0
20,0.08,0.1748,54.18404769897461,96.7311019897461,-90.58073425292969,50.90094757080078,62.226749420166016,-86.7078628540039,92.33851623535156,-13.942268371582031,40.248512268066406,-23.87615966796875,27.90615463256836,22.59546661376953,-69.98606872558594,-58.717002868652344,-91.0033187866211,4.938234806060791,-72.11096954345703,62.35274124145508,44.63283920288086,39.254940032958984,-33.758731842041016,0.0,0,1,0
21,0.084,0.1791,-95.53753662109375,-92.76275634765625,11.407397270202637,70.05330657958984,26.692066192626953,-17.50347900390625,-40.218544006347656,97.35936737060547,32.55295944213867,48.277652740478516,-27.806446075439453,94.75946807861328,29.867338180541992,-3.8434197902679443,75.22252655029297,-14.875582695007324,72.2566909790039,-65.21104431152344,-6.434523105621338,77.43486785888672,41.14017105102539,0.0,0,1,0
22,0.088,0.1836,-29.821853637695312,75.41947174072266,-81.85926055908203,-56.88351821899414,57.2923698425293,35.81303024291992,13.181709289550781,-54.78083801269531,-13.77518367767334,49.22683334350586,-49.248313903808594,18.674589157104492,-13.822040557861328,47.46477127075195,-61.655601501464844,82.61967468261719,-36.308372497558594,-0.49485644698143005,17.086088180541992,8.949399948120117,-80.4817886352539,0.0,0,1,0
23,0.092,0.1879,92.77593994140625,-88.06684112548828,16.756818771362305,-92.50948333740234,-25.53923797607422,87.2085189819336,88.54851531982422,3.303118944168091,-7.644863128662109,53.5156364440918,-31.341838836669922,88.47512817382812,43.18153381347656,81.1619873046875,-66.89405059814453,78.70760345458984,-20.155466079711914,-68.06419372558594,29.417654037475586,96.5551528930664,-95.73199462890625,0.0,0,1,0
24,0.096,0.193,-24.586509704589844,72.08043670654297,-33.66488265991211,-22.33890151977539,-99.76459503173828,-40.34290313720703,-51.05559158325195,72.36454772949219,-34.29792785644531,-2.0536842346191406,-69.25234985351562,39.20356369018555,-19.378990173339844,51.228153228759766,-88.4500732421875,28.232826232910156,84.12773895263672,87.8044204711914,-66.74737548828125,93.32350158691406,6.7063140869140625,0.0,0,1,0
25,0.1,0.1969,-69.2325210571289,59.547637939453125,27.364540100097656,-78.2256851196289,50.80924987792969,96.4803237915039,-41.82752227783203,-78.67488861083984,-34.8359260559082,97.21977233886719,75.02703094482422,22.918262481689453,-23.894437789916992,76.9842529296875,85.60941314697266,66.40079498291016,45.8851318359375,-30.98362159729004,-60.679161071777344,79.87115478515625,26.034154891967773,0.0,0,1,0
26,0.104,0.2013,15.087968826293945,58.10477066040039,-55.141998291015625,53.844337463378906,-33.3703727722168,57.1641731262207,-42.02912902832031,-26.038450241088867,69.12543487548828,-96.69010162353516,-24.22161865234375,-55.87582015991211,-99.20800018310547,46.898582458496094,41.12538146972656,-24.783979415893555,-61.058868408203125,3.394455909729004,-24.6497745513916,35.722984313964844,-60.30792236328125,0.0,0,1,0
27,0.108,0.2061,-32.31439208984375,-17.560787200927734,-1.4222184419631958,17.077775955200195,32.84437561035156,85.51451110839844,53.593509674072266,-29.522994995117188,94.07828521728516,-31.657787322998047,89.26053619384766,99.53226470947266,90.74889373779297,46.418731689453125,-74.43773651123047,57.00090026855469,52.65647506713867,-80.71167755126953,10.581147193908691,68.6679916381836,-53.65816116333008,0.0,0,1,0
28,0.112,0.2108,4.3687591552734375,-58.9036750793457,45.19963455200195,39.829978942871094,-14.587919235229492,-35.31789016723633,14.739465713500977,-13.760074615478516,79.52320098876953,31.97114372253418,-86.20838165283203,-97.93833923339844,-77.49349975585938,-8.304719924926758,9.118627548217773,-11.31668472290039,37.3675422668457,85.66061401367188,-86.09716033935547,-81.43672180175781,85.72956848144531,0.0,0,1,0
29,0.116,0.2148,45.40208053588867,-54.92477798461914,-92.88655090332031,18.700340270996094,-27.882022857666016,72.71578979492188,-90.415771484375,42.63191604614258,-37.88991165161133,63.3897819519043,38.14179229736328,-72.7441635131836,97.21028137207031,-84.44696044921875,-38.152957916259766,39.7153205871582,20.825828552246094,-33.50346755981445,18.957368850708008,98.58734130859375,-68.97492218017578,0.0,0,1,0
30,0.12,0.2191,76.18297576904297,58.62991714477539,-81.43125915527344,-52.48435974121094,9.201486587524414,-33.73234176635742,-93.27519989013672,27.21506690979004,-74.7877197265625,75.50955200195312,60.38498306274414,64.7394790649414,-47.571956634521484,39.978607177734375,24.698448181152344,41.26403045654297,10.854063034057617,-70.53926086425781,-58.73155975341797,15.684321403503418,-15.614927291870117,0.0,0,1,0
31,0.124,0.2236,84.61143493652344,64.4659652709961,97.90625762939453,-37.45389175415039,24.527362823486328,-27.862802505493164,10.233467102050781,-17.119882583618164,11.626852035522461,11.167574882507324,46.974632263183594,27.425291061401367,36.23054122924805,-26.150041580200195,40.76630401611328,-99.3146743774414,-15.72457218170166,2.464826822280884,-0.471855103969574,60.28964614868164,50.71184158325195,0.0,0,1,0
32,0.128,0.2283,-34.00640869140625,4.189807891845703,-84.7637939453125,-52.5462646484375,-97.28762817382812,-77.35669708251953,-88.17538452148438,78.60150146484375,-45.0765380859375,-60.847900390625,-19.622650146484375,62.05976104736328,59.535972595214844,-72.20645904541016,-39.96330261230469,-69.05215454101562,44.023006439208984,-82.83602142333984,57.840084075927734,36.68538284301758,-12.958504676818848,0.0,0,1,0
33,0.132,0.2324,14.958415031433105,-71.99002838134766,64.39053344726562,-95.15936279296875,-12.796337127685547,1.3603142499923706,-34.00762939453125,-82.9626693725586,-68.65989685058594,-36.449851989746094,42.26447677612305,81.94119262695312,-83.7088394165039,67.63335418701172,79.93253326416016,-41.765716552734375,-61.944580078125,-43.528106689453125,-29.207294464111328,-64.49760437011719,45.178192138671875,0.0,0,1,0
34,0.136,0.2369,56.59745407104492,80.96953582763672,11.048489570617676,45.967674255371094,-48.11602783203125,-15.766169548034668,5.185946464538574,62.23011779785156,-76.20757293701172,56.31029510498047,49.10154342651367,-22.52666664123535,-85.12750244140625,50.99162292480469,80.12574005126953,-63.46219253540039,80.13330841064453,-31.625675201416016,51.64611053466797,-75.34341430664062,-35.57440185546875,0.0,0,1,0
35,0.14,0.2421,-73.40171813964844,23.801246643066406,-20.031173706054688,-15.546061515808105,-60.861419677734375,93.98474884033203,47.90195083618164,-43.975894927978516,-47.22933578491211,88.63208770751953,31.588903427124023,-34.48588180541992,36.00535202026367,51.3465576171875,-21.38698959350586,-93.290771484375,-31.479106903076172,68.24639892578125,0.9255092144012451,-81.36408996582031,-88.31739044189453,0.0,0,1,0
36,0.144,0.2459,-14.069241523742676,-85.86567687988281,-99.44384765625,79.66043853759766,9.532033920288086,10.29410171508789,-89.3895034790039,47.516021728515625,-21.08415412902832,-2.536553382873535,25.61615562438965,60.10055160522461,19.33521270751953,-85.87591552734375,-74.7005615234375,98.19190216064453,31.114694595336914,-58.286895751953125,45.989166259765625,86.79271697998047,33.6097412109375,0.0,0,1,0
37,0.148,0.2503,19.87517547607422,-97.32996368408203,-96.70951843261719,-35.82681655883789,-77.5169448852539,-90.6380615234375,9.855488777160645,-36.999610900878906,-63.9578742980957,97.0819320678711,-74.43209838867188,26.4306640625,61.5251579284668,8.776991844177246,76.17815399169922,8.727575302124023,-1.3642760515213013,-67.09870147705078,-19.008955001831055,27.384965896606445,-92.49623107910156,0.0,0,1,0
38,0.152,0.2546,-73.17676544189453,-27.14284896850586,84.18997192382812,8.844840049743652,31.472686767578125,11.538723945617676,34.56495666503906,-11.261345863342285,49.8492317199707,1.9220569133758545,-58.28127670288086,97.6384506225586,87.3564682006836,-86.65079498291016,-24.5600528717041,11.010782241821289,98.13764190673828,-19.35703468322754,9.576151847839355,61.903236389160156,-59.34625244140625,0.0,0,1,0
39,0.156,0.259,42.43810272216797,86.91731262207031,-29.759441375732422,-38.08372116088867,48.18877029418945,-32.153907775878906,-44.83502960205078,1.4353629350662231,54.61126708984375,-76.48200988769531,-38.41742706298828,-87.09593963623047,-42.4984016418457,22.02008628845215,38.28641128540039,-36.156986236572266,-39.79261779785156,97.40491485595703,-17.11223793029785,68.8178939819336,-87.36817932128906,0.0,0,1,0
40,0.16,0.2629,18.797639846801758,-61.50772476196289,89.8784408569336,-77.67891693115234,83.34807586669922,-63.424293518066406,12.071456909179688,37.57823944091797,-73.51766204833984,33.60926055908203,-83.95570373535156,-76.48100280761719,99.06053161621094,-83.70072174072266,-11.5338134765625,-22.477245330810547,3.6350317001342773,-29.992151260375977,37.257835388183594,-74.72838592529297,-59.382328033447266,0.0,0,1,0
41,0.164,0.2672,46.80731201171875,37.177825927734375,-71.676513671875,37.941776275634766,57.7245979309082,83.78021240234375,58.61132049560547,-49.65889358520508,99.60728454589844,-1.748333215713501,97.67454528808594,-22.021848678588867,56.84121322631836,44.64432907104492,-98.35406494140625,44.94295883178711,56.017059326171875,6.081539154052734,18.4509334564209,58.729896545410156,10.976597785949707,0.0,0,1,0
42,0.168,0.2718,-52.932491302490234,-6.037564277648926,99.86461639404297,80.71329498291016,-33.8900260925293,3.8586387634277344,-97.93528747558594,0.14018216729164124,-7.079730033874512,17.273693084716797,-73.95890808105469,-15.1764497756958,-94.49510955810547,-33.499298095703125,61.006431579589844,55.3541145324707,-15.44183349609375,72.5858154296875,75.75779724121094,70.19406127929688,49.790313720703125,0.0,0,1,0
43,0.172,0.2759,-25.288806915283203,27.194202423095703,38.981109619140625,17.89756965637207,28.380624771118164,-49.05518341064453,20.902196884155273,20.26163673400879,76.91570281982422,58.81308364868164,22.636791229248047,-59.625736236572266,83.60453033447266,68.02328491210938,85.84093475341797,20.77965545654297,51.1636848449707,-38.10422134399414,58.37184143066406,-83.66705322265625,58.01869583129883,0.0,0,1,0
44,0.176,0.2806,-65.62522888183594,-54.947200775146484,63.38874816894531,-61.29610824584961,-80.7310562133789,65.99790954589844,-58.848907470703125,18.206518173217773,-29.43760871887207,-41.40357208251953,-77.76831817626953,-44.180049896240234,44.5701789855957,95.83849334716797,-47.739009857177734,-22.008331298828125,-0.5711351037025452,62.66640853881836,-60.6832160949707,13.66008186340332,-69.8300552368164,0.0,0,1,0
45,0.18,0.2849,90.3949966430664,-23.58515739440918,-71.74304962158203,10.458605766296387,-86.03764343261719,30.294723510742188,49.10154724121094,-28.294158935546875,18.02347183227539,85.56157684326172,-46.99435806274414,-28.490480422973633,93.43013763427734,-66.71722412109375,46.542945861816406,35.89514923095703,-48.220420837402344,90.15653991699219,-29.768325805664062,-67.76620483398438,-41.65092086791992,0.0,0,1,0
46,0.184,0.2896,-16.33525848388672,-96.35790252685547,47.164833068847656,-86.95889282226562,-82.64411926269531,-28.667949676513672,7.016371726989746,-86.03829956054688,86.17894744873047,49.17043685913086,-91.16288757324219,-46.843711853027344,72.57557678222656,-34.13550567626953,51.651920318603516,9.384745597839355,58.55500030517578,21.73651123046875,52.31626892089844,-86.62088775634766,60.64369583129883,0.0,0,1,0
47,0.188,0.2942,74.55298614501953,56.67913818359375,28.214311599731445,61.19632339477539,41.40851974487305,41.62666702270508,-30.0076904296875,-48.49508285522461,-60.77862548828125,-76.82685852050781,89.2370376586914,3.555654525756836,59.980201721191406,-32.47652816772461,35.102481842041016,-31.855003356933594,72.27960968017578,-8.8886079788208,-50.90843963623047,-24.491130828857422,-72.05519104003906,0.0,0,1,0
48,0.192,0.2987,31.16513442993164,-42.407955169677734,-37.39640808105469,-0.271850049495697,-94.59296417236328,-13.020685195922852,-25.55340576171875,80.84420013427734,91.020263671875,-55.845516204833984,92.9809799194336,89.81671905517578,-42.74797439575195,-9.320568084716797,-8.184220314025879,78.93791198730469,72.43521118164062,-3.2868571281433105,22.736875534057617,-18.151132583618164,38.479705810546875,0.0,0,1,0
49,0.196,0.3032,35.73933029174805,-54.935707092285156,-32.468536376953125,25.625398635864258,19.27849006652832,54.899227142333984,-92.24057006835938,-12.584065437316895,15.893424034118652,-52.822078704833984,-68.78052520751953,-65.66132354736328,22.824588775634766,33.4077033996582,11.611109733581543,-8.145774841308594,50.24451446533203,23.89838981628418,17.376373291015625,-59.40576934814453,-37.06357192993164,0.0,0,1,0
50,0.2,0.3079,35.23964309692383,-96.24524688720703,-32.86847686767578,57.45450210571289,6.028888702392578,-11.863492965698242,-97.25812530517578,48.16644287109375,-20.42397117614746,-95.27852630615234,2.787903070449829,2.9977753162384033,27.62637710571289,34.552207946777344,-94.50352478027344,38.062496185302734,-12.160185813903809,49.368629455566406,-24.800128936767578,37.2681999206543,-69.30879211425781,0.0,0,1,0
51,0.204,0.3124,-72.82688903808594,37.38401794433594,99.14160919189453,-98.04158782958984,38.164695739746094,53.483158111572266,-31.49976921081543,-83.85755920410156,-99.17117309570312,81.83451843261719,56.05029296875,-23.873886108398438,37.413204193115234,-39.00874710083008,87.90884399414062,-93.52015686035156,29.28003692626953,93.85149383544922,83.23816680908203,73.10640716552734,-31.693307876586914,0.0,0,1,0
52,0.208,0.3177,68.47492218017578,34.53571701049805,-2.1068670749664307,32.30502700805664,7.690760135650635,76.5501937866211,-42.15607452392578,36.95724105834961,43.87783432006836,-72.83967590332031,45.9771842956543,-64.33210754394531,-6.281856060028076,-78.29399871826172,-65.45404052734375,-29.364614486694336,-65.54180908203125,-55.99606704711914,73.34691619873047,-19.67043685913086,3.588413953781128,0.0,0,1,0
53,0.212,0.3222,65.72994232177734,3.6957108974456787,38.50341796875,-91.01970672607422,-26.4577693939209,0.10981471091508865,-19.338985443115234,-97.91898345947266,-92.09137725830078,73.76451110839844,97.73931884765625,70.05491638183594,-39.55718994140625,16.6712646484375,65.29900360107422,-66.17301940917969,-63.97907638549805,56.2811279296875,82.98348999023438,38.69482421875,2.7733938694000244,0.0,0,1,0
54,0.216,0.3269,-6.322027206420898,-69.00625610351562,79.98272705078125,-23.760845184326172,57.2581787109375,56.62667465209961,-13.03936767578125,53.61514663696289,-90.49200439453125,38.16500473022461,43.803104400634766,88.37174224853516,42.75014877319336,42.480979919433594,31.183921813964844,99.67733764648438,-35.092010498046875,-84.12643432617188,50.69206619262695,-38.72582244873047,-37.28391647338867,0.0,0,1,0
55,0.22,0.3315,18.304527282714844,30.70285415649414,57.335853576660156,95.36775970458984,48.02794647216797,93.46448516845703,-2.072510242462158,-12.597411155700684,-23.538532257080078,-38.36126708984375,45.936824798583984,-40.838836669921875,7.742138385772705,-18.676715850830078,7.932307243347168,-22.908981323242188,61.65013885498047,91.32221984863281,-30.00297737121582,-3.943678617477417,-62.666290283203125,0.0,0,1,0
56,0.224,0.3358,-74.67295837402344,73.42302703857422,-3.5399909019470215,60.84269332885742,8.033750534057617,-89.77092742919922,80.01651763916016,55.693199157714844,89.22511291503906,-7.459098815917969,-29.996395111083984,-41.90039825439453,-18.626935958862305,57.985538482666016,38.21799850463867,-91.23722076416016,16.08850860595703,35.454811096191406,45.759765625,94.5333480834961,-21.430070877075195,0.0,0,1,0
57,0.228,0.3401,-67.50208282470703,20.44744110107422,16.601085662841797,-13.43642520904541,89.27555084228516,-22.774507522583008,66.0599136352539,-14.091564178466797,-68.5868911743164,17.65585708618164,-48.81584548950195,83.15451049804688,-64.66548156738281,16.427085876464844,-81.95622253417969,-38.939414978027344,-6.029281139373779,-6.155179023742676,-90.38495635986328,-87.27167510986328,-57.51774978637695,0.0,0,1,0
58,0.232,0.3445,-17.122066497802734,-56.88265609741211,-79.65240478515625,82.98680877685547,2.2021446228027344,-26.41840934753418,-49.252559661865234,-39.11904525756836,-55.61156463623047,9.928550720214844,-45.20409393310547,-94.8079605102539,27.384918212890625,-7.432210922241211,-94.30364227294922,-68.77174377441406,-46.87274169921875,-26.596040725708008,-33.420013427734375,64.14220428466797,5.793421268463135,0.0,0,1,0
59,0.236,0.3492,48.83468246459961,36.12723922729492,46.64381408691406,93.50667572021484,-29.65118408203125,-60.59213638305664,-15.221938133239746,42.362579345703125,-29.25342559814453,-80.58514404296875,-10.21093463897705,-82.91165161132812,-85.32056427001953,-15.289285659790039,73.91603088378906,67.67377471923828,-40.77960205078125,-87.71208190917969,-4.773980617523193,49.03854751586914,51.33523178100586,0.0,0,1,0
60,0.24,0.3538,92.72539520263672,-22.125431060791016,-63.30556869506836,20.85477066040039,-54.19581604003906,-20.976823806762695,-16.121837615966797,-91.73565673828125,94.22789764404297,93.30048370361328,-17.50810432434082,92.35508728027344,-35.355403900146484,-39.27753829956055,48.89959716796875,77.41783905029297,-79.28772735595703,32.48313522338867,-16.875896453857422,-54.842201232910156,34.20801544189453,0.0,0,1,0
61,0.244,0.3585,53.63234329223633,-54.45308303833008,30.997825622558594,73.42167663574219,11.5472412109375,-24.1253719329834,13.829293251037598,-43.38008499145508,-94.38150787353516,81.95336151123047,-25.437419891357422,-48.71582794189453,85.56106567382812,-32.29085159301758,99.21666717529297,94.47642517089844,54.20330810546875,45.5772590637207,67.97987365722656,97.89366149902344,94.12042236328125,0.0,0,1,0
62,0.248,0.3625,53.28414535522461,29.398967742919922,41.296939849853516,17.158435821533203,53.289859771728516,20.123085021972656,89.09290313720703,73.79529571533203,33.02666473388672,13.066666603088379,19.63275146484375,38.57426834106445,49.17153549194336,15.909294128417969,-89.996337890625,-44.157081604003906,0.10066278278827667,-43.77786636352539,97.99967193603516,5.44256067276001,76.94422912597656,0.0,0,1,0
63,0.252,0.3671,-76.77867126464844,65.215087890625,66.44120025634766,-20.804121017456055,-57.42729187011719,-18.612512588500977,6.0933685302734375,-44.96614074707031,-25.760963439941406,-88.3423843383789,-91.08042907714844,93.39766693115234,44.83823013305664,86.32298278808594,96.04609680175781,65.04048156738281,80.38041687011719,-66.57858276367188,-31.041425704956055,46.82026290893555,76.61688995361328,0.0,0,1,0
64,0.256,0.3718,-34.51704406738281,-8.97859001159668,-42.08151626586914,-73.62477111816406,56.9981575012207,-30.41263771057129,-45.94536590576172,90.21809387207031,63.128211975097656,64.35598754882812,92.19951629638672,83.53746032714844,-20.069049835205078,-81.64765930175781,31.298322677612305,-65.17017364501953,-7.292346477508545,-59.08596420288086,5.650356769561768,-5.461080074310303,-30.578588485717773,0.0,0,1,0
65,0.26,0.3771,17.62738609313965,11.596107482910156,47.13404846191406,20.997241973876953,-25.994619369506836,-80.93083190917969,-0.057285018265247345,-97.55850982666016,21.162445068359375,-22.979116439819336,-66.35063934326172,33.6650390625,17.495798110961914,69.68191528320312,-47.10389709472656,-96.57524871826172,88.0221176147461,-40.2567024230957,-99.25348663330078,7.83081579208374,13.996000289916992,0.0,0,1,0
66,0.264,0.3811,23.204666137695312,-91.51886749267578,-76.51666259765625,-2.808375358581543,71.32994842529297,-89.44268798828125,13.6649808883667,-56.255435943603516,-36.30412292480469,5.73557186126709,50.44536209106445,-27.775869369506836,-87.36792755126953,31.56155014038086,26.3333740234375,24.481048583984375,22.075883865356445,59.42115783691406,84.71356201171875,-73.32691955566406,-81.53453826904297,0.0,0,1,0
67,0.268,0.3859,-2.8557534217834473,98.42105102539062,-86.47547912597656,-32.701663970947266,-81.2651138305664,-39.682464599609375,3.262369394302368,40.0352783203125,-94.99877166748047,84.22167205810547,95.42511749267578,56.93752670288086,-31.28489112854004,-24.49226188659668,-70.59331512451172,-21.066404342651367,-42.26887512207031,-22.743900299072266,-61.98604965209961,59.365142822265625,70.47942352294922,0.0,0,1,0
68,0.272,0.39,-82.54825592041016,98.35089111328125,93.13076782226562,-72.44489288330078,59.35500717163086,-87.07926177978516,-1.7781665325164795,52.4837760925293,-89.57403564453125,-9.039041519165039,-38.41048049926758,-13.289185523986816,-21.251998901367188,8.636870384216309,-70.11380767822266,7.243844509124756,-53.30777359008789,-57.51033020019531,5.878811836242676,4.391969203948975,74.90880584716797,0.0,0,1,0
